起来 / 起率 / qǐlái,Getting up / start rate / qǐl 起来,起来,起率,qǐlái,起来  qǐlái,Getting,up,start,rate,qǐl,起来,
今天 / 今天 / jīntiān,Today / Today / jīntiān,今天,今天,jīntiān,今天  jīntiān,Today,Today,jīntiān,,,,
和 / 和 / hé,And / and / hé,和,和,hé,和  hé,And,and,hé,,,,
听 / 聽 / tīng,Listen / listen / tīng,听,聽,tīng,听  tīng,Listen,listen,tīng,,,,
老 / 老 / lǎo,Old / old / lǎo,老,老,lǎo,老  lǎo,Old,old,lǎo,,,,
可能 / 可能 / kěnéng,May / may / knnéng,可能,可能,kěnéng,可能  kěnéng,May,may,knnéng,,,,
孩子 / 孩子 / háizi,Child / Child / Háizi,孩子,孩子,háizi,孩子  háizi,Child,Child,Háizi,,,,
却 / 卻 / què,But / Què,却,卻,què,却  què,But,Què,,,,,
太 / 太 / tài,Tai / Tai / Tài,太,太,tài,太  tài,too,,,,,,
十 / 十 / shí,Ten / Ten / Shí,十,十,shí,十  shí,Ten,Ten,Shí,,,,
"地方 / 地方 / dìfang, dìfāng","Local / local / dìfang, dìfāng",地方,,dìfāng,地方  dìfāng,Local,local,"dìfang,",dìfāng,,,
由 / 由 / yóu,From / yóu,由,由,yóu,由  yóu,From,yóu,,,,,
但是 / 但是 / dànshì,But / but / dànshì,但是,但是,dànshì,但是  dànshì,But,but,dànshì,,,,
所以 / 所以 / suǒyǐ,So / so / suǒyǐ,所以,所以,suǒyǐ,所以  suǒyǐ,So,so,suǒyǐ,,,,
条 / 條 / tiáo,Strip / strip / tiáo,条,條,tiáo,条  tiáo,Strip,strip,tiáo,,,,
钱 / 錢 / qiàn,Money / Qi / qi,钱,錢,qiàn,钱  qiàn,Money,Qi,qi,,,,
每 / 每 / měi,Each / měi,每,每,měi,每  měi,Each,měi,,,,,
认为 / 認為 / rènwéi,Think / think / rènwéi,认为,認為,rènwéi,认为  rènwéi,Think,think,rènwéi,,,,
经济 / 經濟 / jīngjì,Economy / Economy / Jīngjì,经济,經濟,jīngjì,经济  jīngjì,Economy,Economy,Jīngjì,,,,
公司 / 公司 / gōngsī,Company / company / gōngsī,公司,公司,gōngsī,公司  gōngsī,Company,company,gōngsī,,,,
文化 / 文化 / wénhuà,Culture / culture / wénhuà,文化,文化,wénhuà,文化  wénhuà,Culture,culture,wénhuà,,,,
问 / 問 / wèn,Ask / ask / wèn,问,問,wèn,问  wèn,Ask,ask,wèn,,,,
关系 / 關係 / guānxì,Relations / relationship / guānxì,关系,關係,guānxì,关系  guānxì,Relations,relationship,guānxì,,,,
觉得 / 覺得 / juéde,I think / feel / juéde,觉得,覺得,juéde,觉得  juéde,I,think,feel,juéde,,,
点 / 點 / diǎn,Point / point / diǎn,点,點,diǎn,点  diǎn,Point,point,diǎn,,,,
谁 / 誰 / shéi,Who / who / shéi,谁,誰,shéi,谁  shéi,Who,who,shéi,,,,
出来 / 出來 / chūlái,Out / come out / chūlái,出来,出來,chūlái,出来  chūlái,Out,come,out,chūlái,,,
进行 / 進行 / jìnxíng,Perform / perform / jìnxíng,进行,進行,jìnxíng,进行  jìnxíng,Perform,perform,jìnxíng,,,,
重要 / 重要 / zhàngyào,Important / important / zhàngyào,重要,重要,zhàngyào,重要  zhàngyào,Important,important,zhàngyào,,,,
五 / 五 / wǔ,Five / Five / W /,五,五,wǔ,五  wǔ,Five,Five,W,,,,
长 / 長 / cháng,Long / long / cháng,长,長,cháng,长  cháng,Long,long,cháng,,,,
正 / 正 / zhèng,Positive / positive / zhèng,正,正,zhèng,正  zhèng,Positive,positive,zhèng,,,,
这么 / 這麼 / zhème,So / zhème,这么,這麼,zhème,这么  zhème,So,zhème,,,,,
情况 / 情況 / qíngkuàng,Situation / Situation / qíngkuàng,情况,情況,qíngkuàng,情况  qíngkuàng,Situation,Situation,qíngkuàng,,,,
写 / 寫 / xiě,Write / write / xi /,写,寫,xiě,写  xiě,Write,write,xi,,,,
这里 / 這裏 / zhèlǐ,Here / here / zhèmeǐ,这里,這裏,zhèlǐ,这里  zhèlǐ,Here,here,zhèmeǐ,,,,
你们 / 你們 / nǐmen,You / you / nǐmen,你们,你們,nǐmen,你们  nǐmen,You,you,nǐmen,,,,
找 / 找 / zhǎo,Find / find / zhǎo,找,找,zhǎo,找  zhǎo,Find,find,zhǎo,,,,
跟 / 跟 / gēn,Follow / gossy / gēn,跟,跟,gēn,跟  gēn,Follow,gossy,gēn,,,,
"儿 / 兒 / ér, r","Child / Child / ér, R",儿,,ér,儿  ér,Child,Child,"ér,",R,,,
讲 / 講 / jiǎng,Speaking / talk / jiǎng,讲,講,jiǎng,讲  jiǎng,Speaking,talk,jiǎng,,,,
女 / 女 / nǚ,Female / Female / N /,女,女,nǚ,女  nǚ,Female,Female,N,,,,
而且 / 而且 / érqiě,And / and / érqi /,而且,而且,érqiě,而且  érqiě,And,and,érqi,,,,
开 / 開 / kāi,Open / open / kāi,开,開,kāi,开  kāi,Open,open,kāi,,,,
点 / 點 / diǎn,Point / point / diǎn,点,點,diǎn,点  diǎn,Point,point,diǎn,,,,
其 / 其 / qí,Its / qí,其,其,qí,其  qí,Its,qí,,,,,
企业 / 企業 / qǐyè,Enterprise / Enterprise / Qǐ,企业,企業,qǐyè,企业  qǐyè,Enterprise,Enterprise,Qǐ,,,,
进 / 進 / jìn,Entry / jìn,进,進,jìn,进  jìn,Entry,jìn,,,,,
没 / 沒 / méi,No / no / méi,没,沒,méi,没  méi,No,no,méi,,,,
名 / 名 / míng,Name / Name / Míng,名,名,míng,名  míng,Name,Name,Míng,,,,
方面 / 方面 / fāngmiàn,Aspect / aspect / fāngmiàn,方面,方面,fāngmiàn,方面  fāngmiàn,Aspect,aspect,fāngmiàn,,,,
拿 / 拿 / ná,Take / ná,拿,拿,ná,拿  ná,Take,ná,,,,,
那么 / 那麼 / nàme,Then / so / nàme,那么,那麼,nàme,那么  nàme,Then,so,nàme,,,,
应该 / 應該 / yīnggāi,Should / should / yīnggāi,应该,應該,yīnggāi,应该  yīnggāi,Should,should,yīnggāi,,,,
发现 / 發現 / fāxiàn,Discover / find / fāxiàn,发现,發現,fāxiàn,发现  fāxiàn,Discover,find,fāxiàn,,,,
当 / 當 / dāng,When / Dang / Dāng,当,當,dāng,当  dāng,When,Dang,Dāng,,,,
大家 / 大家 / dàjiā,Everyone / everyone / dàjiā,大家,大家,dàjiā,大家  dàjiā,Everyone,everyone,dàjiā,,,,
住 / 住 / zhù,Live / live / zHù,住,住,zhù,住  zhù,Live,live,zHù,,,,
见 / 見 / jiàn,See / see / jiàn,见,見,jiàn,见  jiàn,See,see,jiàn,,,,
将 / 蔣 / jiāng,Will / Jiang / Jiāng,将,蔣,jiāng,将  jiāng,Will,Jiang,Jiāng,,,,
岁 / 歲 / suì,Age / year / suì,岁,歲,suì,岁  suì,Age,year,suì,,,,
带 / 帶 / dài,Bring / band / dài,带,帶,dài,带  dài,Bring,band,dài,,,,
元 / 元 / yuán,Yuan / yuan / yuán,元,元,yuán,元  yuán,Yuan,yuan,yuán,,,,
水 / 水 / shuǐ,Water / water / shǐ,水,水,shuǐ,水  shuǐ,Water,water,shǐ,,,,
为了 / 為了 / wèile,For / wèile,为了,為了,wèile,为了  wèile,For,wèile,,,,,
东西 / 東西 / dōngxi,Things / things / dōngxi,东西,東西,dōngxi,东西  dōngxi,Things,things,dōngxi,,,,
您 / 您 / nín,You / you / nín,您,您,nín,您  nín,You,you,nín,,,,
地 / 地 / dì,Earth / Dì,地,地,dì,地  dì,Earth,Dì,,,,,
看到 / 看到 / kàndào,See / see / kàndào,看到,看到,kàndào,看到  kàndào,See,see,kàndào,,,,
同 / 同 / tóng,Same / same / tóng,同,同,tóng,同  tóng,Same,same,tóng,,,,
干 / 幹 / gàn,Dry / dry / gàn,干,幹,gàn,干  gàn,Dry,dry,gàn,,,,
历史 / 歷史 / lìshǐ,History / history / lìshǐ,历史,歷史,lìshǐ,历史  lìshǐ,History,history,lìshǐ,,,,
家 / 家 / jiā,Home / Home / Jiā,家,家,jiā,家  jiā,Home,Home,Jiā,,,,
张 / 張 / zhāng,Zhang / Zhang / zhāng,张,張,zhāng,张  zhāng,Zhang,Zhang,zhāng,,,,
非常 / 非常 / fēicháng,Very / very / fēicháng,非常,非常,fēicháng,非常  fēicháng,Very,very,fēicháng,,,,
回 / 回 / huí,Back / Huí,回,回,huí,回  huí,Back,Huí,,,,,
件 / 件 / jiàn,Piece / piece / jiàn,件,件,jiàn,件  jiàn,Piece,piece,jiàn,,,,
那个 / 那個 / nèige,That / that / nèige,那个,那個,nèige,那个  nèige,That,that,nèige,,,,
真 / 真 / zhēn,True / Zhen / zhēn,真,真,zhēn,真  zhēn,TRUE,Zhen,zhēn,,,,
啊 / 啊 / a,Ah / A / A,啊,啊,a,啊  a,Ah,A,A,,,,
或 / 或 / huò,Or / or / huò,或,或,huò,或  huò,Or,or,huò,,,,
无 / 無 / wú,No / no / wú,无,無,wú,无  wú,No,no,wú,,,,
此 / 此 / cǐ,This / here / cǐ,此,此,cǐ,此  cǐ,This,here,cǐ,,,,
成为 / 成為 / chéngwéi,Become / chéngwéi,成为,成為,chéngwéi,成为  chéngwéi,Become,chéngwéi,,,,,
最后 / 最後 / zuìhòu,Last / last / zuìhòu,最后,最後,zuìhòu,最后  zuìhòu,Last,last,zuìhòu,,,,
人民 / 人民 / rénmín,People's / People / Rénmín,人民,人民,rénmín,人民  rénmín,People's,People,Rénmín,,,,
手 / 手 / shǒu,Hand / hand / shǒu,手,手,shǒu,手  shǒu,Hand,hand,shǒu,,,,
爱 / 愛 / ài,Love / Love / ài,爱,愛,ài,爱  ài,Love,Love,ài,,,,
之后 / 之後 / zhīhòu,After / after / then / zhīhòu,之后,之後,zhīhòu,之后  zhīhòu,After,after,then,zhīhòu,,,
研究 / 研究 / yánjiù,Research / Research / Yánjiù,研究,研究,yánjiù,研究  yánjiù,Research,Research,Yánjiù,,,,
政府 / 政府 / zhèngfǔ,Government / government / zhèngf /,政府,政府,zhèngfǔ,政府  zhèngfǔ,Government,government,zhèngf,,,,
先生 / 先生 / xiānsheng,Mr. / Mr. / xiānsheng,先生,先生,xiānsheng,先生  xiānsheng,Mr.,Mr.,xiānsheng,,,,
内 / 內 / nèi,Internal / Nèi,内,內,nèi,内  nèi,Internal,Nèi,,,,,
外 / 外 / wài,Foreign / outer / wài,外,外,wài,外  wài,Foreign,outer,wài,,,,
人们 / 人們 / rénmen,People / people / rénmen,人们,人們,rénmen,人们  rénmen,People,people,rénmen,,,,
半 / 半 / bàn,Half / half / bàn,半,半,bàn,半  bàn,Half,half,bàn,,,,
死 / 死 / sǐ,Dead / dead / sǐ,死,死,sǐ,死  sǐ,Dead,dead,sǐ,,,,
一直 / 一直 / yìzhí,Always / always / yìzhí,一直,一直,yìzhí,一直  yìzhí,Always,always,yìzhí,,,,
书 / 書 / shū,Book / book / shū,书,書,shū,书  shū,Book,book,shū,,,,
放 / 放 / fàng,Put / put / fàng,放,放,fàng,放  fàng,Put,put,fàng,,,,
特别 / 特別 / tèbié,Special / special / tèbié,特别,特別,tèbié,特别  tèbié,Special,special,tèbié,,,,
记者 / 記者 / jìzhě,Reporter / Reporter / Jìzh 记,记者,記者,jìzhě,记者  jìzhě,Reporter,Reporter,Jìzh,记,,,
谈 / 談 / tán,Talk / talk / tán,谈,談,tán,谈  tán,Talk,talk,tán,,,,
头 / 頭 / tóu,Head / head / tóu,头,頭,tóu,头  tóu,Head,head,tóu,,,,
需要 / 需要 / xūyào,Need / need / xūyào,需要,需要,xūyào,需要  xūyào,Need,need,xūyào,,,,
以后 / 以後 / yǐhòu,Later / later / yǐhòu,以后,以後,yǐhòu,以后  yǐhòu,Later,later,yǐhòu,,,,
发生 / 發生 / fāshēng,Occurred / fāshēng,发生,發生,fāshēng,发生  fāshēng,Occurred,fāshēng,,,,,
出现 / 出現 / chūxiàn,Appears / appears / chūxiàn,出现,出現,chūxiàn,出现  chūxiàn,Appears,appears,chūxiàn,,,,
先 / 先 / xiān,First / first / xiān,先,先,xiān,先  xiān,First,first,xiān,,,,
一起 / 一起 / yìqǐ,Together / yìqǐ,一起,一起,yìqǐ,一起  yìqǐ,Together,yìqǐ,,,,,
国际 / 國際 / guójì,International / International / Guójì,国际,國際,guójì,国际  guójì,International,International,Guójì,,,,
一定 / 一定 / yídìng,Certain / must / yídìng,一定,一定,yídìng,一定  yídìng,Certain,must,yídìng,,,,
如 / 如 / rú,Such as / rú,如,如,rú,如  rú,Such,as,rú,,,,
句 / 句 / jù,Sentence / sentence / jù,句,句,jù,句  jù,Sentence,sentence,jù,,,,
许多 / 許多 / xǔduō,Many / many / xōduō,许多,許多,xǔduō,许多  xǔduō,Many,many,xōduō,,,,
少 / 少 / shǎo,Less / less / shǎo,少,少,shǎo,少  shǎo,Less,less,shǎo,,,,
希望 / 希望 / xīwàng,Hope / Hope / xīwàng,希望,希望,xīwàng,希望  xīwàng,Hope,Hope,xīwàng,,,,
大学 / 大學 / dàxué,University / University / Dàxué,大学,大學,dàxué,大学  dàxué,University,University,Dàxué,,,,
心 / 心 / xīn,Heart / Heart / Xīn,心,心,xīn,心  xīn,Heart,Heart,Xīn,,,,
作 / 作 / zuò,Work / Zuò,作,作,zuò,作  zuò,Work,Zuò,,,,,
然后 / 然後 / ránhòu,Then / then / ránhòu,然后,然後,ránhòu,然后  ránhòu,Then,then,ránhòu,,,,
必须 / 必須 / bìxū,Must / must / bìxū,必须,必須,bìxū,必须  bìxū,Must,must,bìxū,,,,
事情 / 事情 / shìqíng,Things / things / shìqíng,事情,事情,shìqíng,事情  shìqíng,Things,things,shìqíng,,,,
买 / 買 / mǎi,Buy / buy / mǎi,买,買,mǎi,买  mǎi,Buy,buy,mǎi,,,,
为什么 / 為什麼 / wèishénme,Why / why / wèishénme,为什么,為什麼,wèishénme,为什么  wèishénme,Why,why,wèishénme,,,,
请 / 請 / qǐng,Please / please / qǐ,请,請,qǐng,请  qǐng,Please,please,qǐ,,,,
